timestamp,update,policy_loss,value_loss,entropy,kl_div,returns_mean,advantages_mean,batch_size,epochs_completed,entropy_coef,exploration_boosted,best_return,updates_since_improvement,value_pred_denorm_mean,value_residual_mean
2025-12-06T18:43:00.221841,21785,0.0016502293292433023,0.7859988808631897,0.2930378317832947,0.010000232607126236,3.5911900997161865,5.0727354761193055e-08,376,1,0.02,False,3.5911900997161865,0,2.9858059883117676,-0.605384111404419
2025-12-06T18:43:00.774894,21786,-0.008590959943830967,3.499095916748047,0.26122111082077026,-0.0003397547989152372,7.04661226272583,-9.512961085533789e-09,401,1,0.02,False,7.04661226272583,0,5.808932304382324,-1.2376799583435059
2025-12-06T18:43:01.321419,21787,0.007515164092183113,22.664304733276367,0.2538112998008728,0.00737064378336072,16.109899520874023,-6.634256521920179e-08,345,1,0.02,False,16.109899520874023,0,10.642452239990234,-5.467447280883789
2025-12-06T18:43:01.867295,21788,-4.58832219010219e-05,23.655698776245117,0.2178412675857544,0.008958712220191956,21.311250686645508,1.0685426587997426e-07,357,1,0.02,False,21.311250686645508,0,14.607481956481934,-6.703768730163574
2025-12-06T18:43:02.409762,21789,0.0043555619195103645,53.765933990478516,0.30558282136917114,0.009042525663971901,31.868270874023438,1.0961773710960188e-08,348,1,0.02,False,31.868270874023438,0,20.958003997802734,-10.910266876220703
2025-12-06T18:43:02.977423,21790,0.0015738410875201225,30.510208129882812,0.3340751826763153,0.004359822254627943,25.529542922973633,4.203523218393457e-08,363,1,0.02,False,31.868270874023438,1,21.7751522064209,-3.7543907165527344
2025-12-06T18:43:03.517684,21791,0.009709451347589493,48.11511993408203,0.3071080446243286,0.008634481579065323,37.246910095214844,-1.3741704663061682e-08,347,1,0.02,False,37.246910095214844,0,28.205707550048828,-9.041202545166016
2025-12-06T18:43:04.059105,21792,-0.0021857472602277994,63.77217483520508,0.424379825592041,0.012998376972973347,20.995479583740234,1.6682349723851075e-08,343,1,0.02,False,37.246910095214844,1,25.326480865478516,4.331001281738281
2025-12-06T18:43:04.599668,21793,0.007333138957619667,65.8401107788086,0.25617578625679016,0.010632459074258804,40.01691818237305,0.0,331,1,0.02,False,40.01691818237305,0,28.541566848754883,-11.475351333618164
2025-12-06T18:43:05.141466,21794,0.005715539213269949,18.54416275024414,0.24822676181793213,0.011147117242217064,2.9508960247039795,7.450580596923828e-09,384,1,0.02,False,40.01691818237305,1,19.151899337768555,16.201003313064575
2025-12-06T18:43:05.685334,21795,0.00409050565212965,15.185375213623047,0.2865517735481262,0.007382802665233612,4.529325008392334,9.349748530951274e-09,408,1,0.02,False,40.01691818237305,2,19.04680824279785,14.517483234405518
2025-12-06T18:43:06.226133,21796,0.0020808118861168623,10.743085861206055,0.3109816610813141,0.005912230350077152,7.078494071960449,-5.883851628141201e-08,389,1,0.02,False,40.01691818237305,3,18.78520393371582,11.706709861755371
2025-12-06T18:43:06.767703,21797,0.004863854963332415,7.828916072845459,0.27899524569511414,0.005988670513033867,11.6693696975708,-2.8972383603331764e-08,395,1,0.02,False,40.01691818237305,4,19.64275550842285,7.973385810852051
2025-12-06T18:43:07.307203,21798,0.002709117019549012,8.865574836730957,0.3148111402988434,-0.0012614119332283735,13.583026885986328,-2.0902451325355287e-08,365,1,0.02,False,40.01691818237305,5,20.458070755004883,6.875043869018555
2025-12-06T18:43:07.853387,21799,0.015339802019298077,6.945438861846924,0.3975088596343994,0.004902110435068607,13.383780479431152,-7.795702750001965e-09,367,1,0.02,False,40.01691818237305,6,20.76775360107422,7.383973121643066
2025-12-06T18:43:08.396717,21800,-0.004700651858001947,9.038558959960938,0.3505368232727051,0.011811990290880203,13.692058563232422,3.2980089770262566e-08,347,1,0.02,False,40.01691818237305,7,20.35186767578125,6.659809112548828
2025-12-06T18:43:08.944414,21801,0.004424058832228184,8.193258285522461,0.3214905261993408,0.005703582428395748,2.8593618869781494,-9.197874106803283e-08,394,1,0.02,False,40.01691818237305,8,14.239871978759766,11.380510091781616
2025-12-06T18:43:09.489613,21802,-0.00025594295584596694,6.508853435516357,0.31001022458076477,0.019099464640021324,5.187742710113525,-1.1100970453981063e-07,378,1,0.02,False,40.01691818237305,9,14.686861038208008,9.499118328094482
2025-12-06T18:43:10.034484,21803,0.006733276415616274,4.230772495269775,0.28234225511550903,0.004385380540043116,9.46562671661377,-3.2749806422316396e-08,364,1,0.02,False,40.01691818237305,10,16.290571212768555,6.824944496154785
2025-12-06T18:43:10.582326,21804,0.012886755168437958,5.195372581481934,0.3086649477481842,0.010725220665335655,8.77202033996582,2.0237120423871602e-08,377,1,0.02,False,40.01691818237305,11,16.01576805114746,7.243747711181641
2025-12-06T18:43:11.126159,21805,-0.011191138997673988,4.028916835784912,0.2667592465877533,0.007911971770226955,13.482307434082031,-9.616884000251957e-08,357,1,0.02,False,40.01691818237305,12,16.597742080688477,3.1154346466064453
2025-12-06T18:43:11.684028,21806,-0.0012486007763072848,8.455656051635742,0.3325157165527344,0.016111288219690323,21.348098754882812,7.376486621524236e-08,362,1,0.02,False,40.01691818237305,13,18.461612701416016,-2.886486053466797
2025-12-06T18:43:12.233754,21807,0.0027258354239165783,17.974191665649414,0.3836077153682709,0.013204699382185936,24.77899742126465,0.0,346,1,0.02,False,40.01691818237305,14,20.22732162475586,-4.551675796508789
2025-12-06T18:43:12.777791,21808,0.004739249590784311,15.323502540588379,0.30181244015693665,-0.002603832632303238,25.201656341552734,1.0899134927910836e-08,350,1,0.02,False,40.01691818237305,15,20.204605102539062,-4.997051239013672
2025-12-06T18:43:13.318462,21809,0.0010676890378817916,36.74489974975586,0.32718992233276367,0.004332432523369789,40.030487060546875,1.2466331611449277e-07,306,1,0.02,False,40.01691818237305,16,25.83061408996582,-14.199872970581055
2025-12-06T18:43:13.861853,21810,0.0023363230284303427,21.006589889526367,0.27178454399108887,0.006268275436013937,31.21028709411621,-7.335956553333745e-08,338,1,0.02,False,40.01691818237305,17,23.709943771362305,-7.500343322753906
2025-12-06T18:43:14.405311,21811,0.008709131740033627,81.1021499633789,0.32818636298179626,-0.0021534196566790342,61.01582717895508,-2.2639152774672766e-08,337,1,0.02,False,61.01582717895508,0,31.57032012939453,-29.445507049560547
2025-12-06T18:43:14.952075,21812,-0.0080761993303895,9.724093437194824,0.35407915711402893,0.0063417693600058556,3.663910388946533,-4.853304602647768e-08,393,1,0.02,False,61.01582717895508,1,18.519868850708008,14.855958461761475
2025-12-06T18:43:15.496182,21813,0.017694013193249702,4.33848762512207,0.3223264515399933,-0.005481835454702377,4.737764358520508,3.341715881788332e-08,371,1,0.02,False,61.01582717895508,2,15.024556159973145,10.286791801452637
2025-12-06T18:43:16.040166,21814,0.008713673800230026,3.9646811485290527,0.28847917914390564,0.011135454289615154,6.01835823059082,-5.2981903309046174e-08,378,1,0.02,False,61.01582717895508,3,15.763619422912598,9.745261192321777
2025-12-06T18:43:16.579065,21815,-0.002055287128314376,2.1105175018310547,0.2859421372413635,0.006303862668573856,15.800995826721191,2.211418781428165e-08,345,1,0.02,False,61.01582717895508,4,18.957895278930664,3.1568994522094727
2025-12-06T18:43:17.119592,21816,0.004859175067394972,3.6416969299316406,0.3516373336315155,0.012125667184591293,22.18132781982422,0.0,336,1,0.02,False,61.01582717895508,5,19.846363067626953,-2.3349647521972656
