timestamp,update,policy_loss,value_loss,entropy,kl_div,returns_mean,advantages_mean,batch_size,epochs_completed,entropy_coef,exploration_boosted,best_return,updates_since_improvement
2025-11-16T18:09:42.260596,7831,-0.0004717944248113781,6.028384685516357,0.31364065408706665,0.0012918375432491302,482.4674072265625,-8.910370752346353e-08,1081,1,0.02,False,482.4674072265625,0
2025-11-16T18:09:44.068559,7832,-0.0009157482418231666,1.5568621158599854,0.2796194553375244,0.002542546484619379,174.34130859375,4.207386794519152e-08,1088,1,0.02,False,482.4674072265625,1
2025-11-16T18:09:46.112878,7833,0.0005072544445283711,0.9746391177177429,0.22123830020427704,0.003090750891715288,149.49798583984375,4.4960167144836305e-08,1103,1,0.02,False,482.4674072265625,2
2025-11-16T18:09:48.149388,7834,-0.0014835218898952007,0.9021843075752258,0.22432656586170197,0.0031123319640755653,166.947509765625,-1.3721932923260738e-08,1112,1,0.02,False,482.4674072265625,3
2025-11-16T18:09:50.186627,7835,-0.0031458751764148474,0.3825766444206238,0.2577577531337738,0.007267664186656475,111.20855712890625,6.488741632892925e-08,1117,1,0.02,False,482.4674072265625,4
2025-11-16T18:09:52.224521,7836,-0.0011205157497897744,0.32575690746307373,0.2253323644399643,0.002113787457346916,126.20297241210938,-1.3515313312950639e-08,1129,1,0.02,False,482.4674072265625,5
2025-11-16T18:09:54.258879,7837,0.001109987497329712,0.9091476798057556,0.23965483903884888,0.001758668920956552,172.55262756347656,-4.971369094164402e-09,1151,1,0.02,False,482.4674072265625,6
2025-11-16T18:09:56.043635,7838,-0.001232603914104402,0.7958407998085022,0.23264122009277344,0.006795927882194519,146.1719512939453,2.9231395970441554e-08,1044,1,0.02,False,482.4674072265625,7
2025-11-16T18:09:57.828450,7839,-0.002468803199008107,0.1352338045835495,0.20911093056201935,0.004945177584886551,89.45237731933594,0.0,1069,1,0.02,False,482.4674072265625,8
2025-11-16T18:09:59.614169,7840,-0.0012573492713272572,0.45244693756103516,0.21531587839126587,0.001795171177946031,148.01515197753906,0.0,1112,1,0.02,False,482.4674072265625,9
